age,income,citizenship,prior_services,household_size,has_disability,previous_medicaid,previous_wic,eligible_medicaid,eligible_food,eligible_wic
31,54964,1,1,2,0,1,0,0,0,0
76,40870,0,0,3,0,0,0,0,0,0
73,17031,1,0,6,0,0,0,1,1,0
68,55430,1,2,1,0,0,0,0,0,0
24,30656,1,1,7,0,1,0,1,0,0
20,26162,1,1,5,0,0,0,0,0,0
64,25093,0,1,1,0,0,0,0,0,0
40,5646,1,1,2,0,1,1,1,1,1
63,28353,1,1,3,0,1,0,1,0,0
60,37462,0,0,3,0,0,0,0,0,0
64,24219,1,3,4,0,1,0,0,1,0
77,36306,1,2,1,0,0,0,0,0,0
62,17034,1,1,1,0,0,0,1,0,0
35,27886,1,2,2,0,0,0,0,0,0
75,34748,0,0,3,0,0,0,0,0,0
55,32844,1,2,2,0,0,0,0,0,0
52,5918,1,2,2,0,0,0,1,1,0
68,23414,1,2,6,0,0,0,0,0,0
32,55161,0,3,3,0,0,0,0,1,0
42,22613,1,3,2,0,1,0,0,1,0
72,30237,1,0,3,1,0,0,0,0,0
54,28698,1,0,2,0,1,0,0,0,0
45,53523,1,0,5,1,1,0,0,0,0
27,49355,0,0,2,0,1,0,0,0,0
56,42112,1,3,2,0,0,0,0,1,0
74,15401,0,3,7,0,0,0,0,1,1
34,35387,1,2,5,0,0,0,0,0,0
56,38519,1,1,1,0,0,0,0,0,0
39,19520,1,0,3,0,0,0,1,0,0
43,16942,1,1,7,1,0,0,1,1,0
79,55575,1,0,4,0,0,0,0,0,0
61,25487,1,4,5,0,1,1,0,1,1
42,54224,0,3,7,0,1,0,0,1,0
34,44956,0,4,1,1,0,1,0,1,1
30,36118,1,2,2,0,0,0,0,0,0
37,36787,0,2,6,0,0,1,1,0,1
42,8993,1,1,1,0,1,0,1,0,0
21,33101,1,2,5,0,0,0,0,0,0
27,51255,1,0,6,1,0,0,0,0,0
20,40220,1,0,2,0,0,0,0,0,0
58,32315,1,2,1,0,0,0,0,0,0
62,55679,1,2,4,0,1,0,0,0,0
35,27224,1,3,3,0,0,0,1,1,0
64,20706,1,2,3,0,0,0,0,1,0
53,32307,0,1,5,0,1,0,0,0,0
64,41497,1,1,7,0,1,0,0,0,0
39,4233,1,0,2,0,1,0,1,1,1
51,34273,1,0,2,0,0,0,0,0,0
64,42155,0,0,3,0,0,0,0,0,0
25,25955,0,3,1,1,0,0,1,1,0
57,46604,1,2,2,1,0,0,0,0,0
66,39617,1,2,4,0,0,0,0,0,0
61,62120,1,2,4,0,0,0,0,0,0
36,18740,1,0,2,0,0,0,1,1,1
59,42460,1,0,2,0,1,0,1,0,0
58,14740,1,1,3,0,0,0,1,1,0
54,5769,1,1,5,0,1,0,1,1,0
23,0,0,2,3,0,0,0,0,1,1
69,38074,1,0,5,0,0,0,0,0,0
43,32763,1,1,4,0,0,0,0,0,0
51,22814,1,0,5,0,0,0,0,0,1
76,3397,1,0,3,0,0,0,1,1,0
73,19644,1,2,2,0,1,0,1,1,0
76,30061,1,1,5,0,0,0,0,0,0
62,41897,1,1,3,0,1,0,0,0,0
23,29751,1,2,4,0,0,0,0,0,0
54,33780,0,3,6,0,1,0,0,1,0
74,24358,0,1,5,0,0,0,0,0,0
50,56238,1,1,4,0,0,0,0,0,0
70,14726,1,3,4,0,0,0,1,1,0
39,19511,1,2,1,1,0,0,1,0,1
38,22614,1,1,6,0,1,0,0,0,0
23,38140,1,2,5,0,0,0,0,0,0
23,14417,1,2,3,0,0,0,1,1,0
72,32035,0,0,5,0,0,0,0,0,0
65,32473,0,1,5,0,0,0,1,0,0
21,19584,1,4,6,0,0,0,1,1,1
47,34949,0,1,7,0,0,1,0,0,1
28,14882,1,1,4,0,0,0,1,1,0
79,13243,1,0,4,0,0,1,1,1,1
79,31494,1,2,4,1,0,0,0,0,0
47,5103,0,2,4,0,0,0,0,1,0
48,0,1,0,6,0,1,0,1,1,0
41,37992,1,1,3,1,1,0,0,0,0
72,45734,1,1,2,0,0,0,0,0,0
26,22997,1,1,1,0,0,0,0,0,1
72,19978,0,4,7,0,0,0,0,1,0
20,45083,1,1,7,0,0,0,1,0,0
68,12816,1,2,4,0,0,1,1,1,1
48,9549,1,2,4,0,1,0,1,1,0
57,40614,1,1,1,0,0,0,0,0,0
54,30135,1,2,4,1,0,0,0,0,0
53,45973,0,1,2,0,0,0,0,0,0
41,0,1,2,7,0,0,0,0,1,0
48,8989,1,1,5,0,0,0,1,1,0
23,30214,1,1,1,0,0,0,0,0,0
19,36265,1,1,7,0,0,0,0,0,0
37,42704,1,0,3,1,0,0,0,0,0
45,32622,1,1,7,0,1,0,0,0,1
28,32469,0,5,1,1,0,0,0,1,1
21,24158,1,3,2,0,0,0,0,1,0
32,53863,1,4,6,0,0,0,1,1,0
23,13454,1,1,3,0,1,0,1,1,0
71,35385,1,1,5,0,1,0,0,0,0
66,15182,1,2,4,0,0,0,1,1,0
47,38021,1,0,1,0,0,0,0,0,0
73,14444,1,1,3,0,0,0,1,1,0
55,41157,1,0,1,0,0,0,0,0,0
68,31681,1,1,5,0,0,0,0,0,0
79,56169,1,2,1,0,0,0,0,0,0
74,25784,1,1,7,0,0,0,0,0,0
19,36374,0,4,7,0,0,0,0,1,0
32,18305,1,0,3,0,0,0,1,1,0
28,25681,1,1,2,0,0,0,0,0,0
25,31586,0,2,6,0,0,0,0,0,1
43,7091,1,1,3,0,0,0,1,0,0
68,8735,1,1,1,1,0,0,1,0,0
62,38997,1,1,5,0,0,0,0,0,0
61,27808,1,0,7,0,0,0,0,0,0
22,21106,0,2,4,0,0,1,0,1,1
23,18945,1,1,4,0,0,0,1,0,0
43,19522,1,2,5,0,0,0,1,1,0
71,31688,1,2,1,0,0,0,0,0,0
21,36675,1,0,6,0,0,0,0,0,0
36,0,1,1,5,0,1,0,1,1,0
37,51192,1,1,1,0,0,0,0,0,0
50,50125,1,2,3,0,0,0,0,0,0
37,0,1,0,6,0,0,0,1,1,0
66,46288,1,1,2,0,1,0,1,0,0
29,45828,0,1,1,0,1,0,0,0,0
64,30006,0,2,4,0,0,0,0,0,0
18,10542,1,2,4,0,0,0,0,1,0
43,45228,1,3,7,1,0,0,0,1,0
31,26381,1,1,6,0,1,0,0,0,0
55,38233,0,2,2,0,0,0,0,1,0
54,63288,0,0,1,1,1,0,0,0,0
79,33777,1,1,2,0,0,0,0,0,0
28,16246,1,2,7,1,0,0,1,1,0
53,24964,1,1,3,0,1,0,0,0,0
30,18158,1,1,2,0,0,0,1,1,1
60,36502,1,0,3,0,1,0,0,0,0
20,17908,1,0,4,0,0,0,0,1,0
50,22907,1,1,3,0,1,0,1,0,0
23,10733,1,0,1,0,0,0,1,0,1
67,28018,1,0,6,0,0,0,0,0,0
73,32651,1,0,6,0,0,0,0,0,0
27,0,0,3,1,0,0,0,0,1,1
22,33893,1,0,1,0,0,0,0,0,0
40,29314,1,1,1,0,1,1,0,0,1
27,18525,1,1,5,0,0,0,1,1,0
61,60429,0,2,7,0,0,0,0,0,0
19,44377,1,2,3,0,1,0,0,0,0
30,13553,1,2,1,0,0,0,1,0,1
57,42573,1,0,6,0,0,0,0,0,0
19,48667,1,1,2,0,0,0,0,0,0
37,31980,1,1,2,0,1,1,0,0,1
18,35421,1,1,5,0,0,0,0,0,0
54,35075,1,1,3,0,0,0,0,0,0
26,0,1,0,3,0,1,0,1,1,0
34,27196,1,0,7,0,0,0,0,0,0
26,26416,1,1,3,0,0,0,0,0,0
28,51452,1,1,6,0,0,0,0,0,0
32,35005,1,0,6,0,1,0,0,0,0
41,25535,1,1,7,0,0,0,0,0,0
55,28648,1,4,5,0,0,0,0,1,0
72,45350,1,2,3,0,0,0,0,0,0
52,27231,1,1,3,0,0,0,0,0,0
47,19527,1,0,1,0,0,0,1,0,0
48,25864,1,1,3,0,0,0,0,0,0
66,44110,1,1,6,0,0,0,0,0,0
22,37442,1,1,1,0,0,0,0,0,0
79,30664,0,1,1,0,0,1,0,0,1
77,32873,1,2,3,0,0,0,0,0,0
61,21603,1,1,2,0,0,0,0,1,0
67,27090,1,0,4,0,0,0,0,0,1
31,20050,1,2,6,0,0,0,0,1,0
70,25578,1,0,2,0,0,0,0,0,0
73,50192,0,2,3,0,0,0,0,0,0
28,13831,1,2,3,0,0,0,1,0,0
26,19669,1,0,2,0,0,0,1,1,0
51,11185,1,2,3,0,0,0,1,1,0
29,7936,1,0,6,0,0,0,1,1,0
52,27198,0,2,7,0,0,1,0,0,1
52,20735,1,0,1,0,0,0,0,0,0
18,56425,1,4,5,0,1,0,0,1,0
57,25757,1,1,3,1,0,0,1,0,0
39,49340,0,0,3,0,0,0,1,0,0
77,44520,1,2,2,0,0,0,0,1,0
46,26865,0,2,1,0,0,0,0,0,0
25,61652,1,0,2,1,0,0,0,0,0
28,34028,1,3,7,0,0,0,0,1,0
58,52695,1,2,6,0,0,0,0,0,0
54,50948,1,0,2,0,0,0,0,0,0
31,36219,1,2,3,0,0,0,0,0,0
77,41266,1,1,1,0,0,0,0,0,0
47,39361,0,1,6,1,0,0,0,0,0
52,12836,1,3,3,0,0,0,1,1,0
38,30859,1,0,6,0,1,0,0,0,0
54,46113,0,3,3,0,0,0,0,1,0
22,52892,1,2,3,0,0,0,0,0,0
36,19190,1,1,3,0,0,0,1,1,0
76,37932,0,2,5,1,0,0,0,0,0
31,32263,0,2,4,0,0,0,0,0,0
43,28231,1,1,1,1,0,0,0,0,0
79,35340,1,1,7,0,0,1,0,0,1
21,33269,1,1,5,0,0,0,0,0,0
42,38121,1,0,4,0,0,0,0,0,0
62,51625,1,1,6,0,0,1,0,0,1
59,41761,0,2,4,0,0,1,0,0,1
42,34658,1,2,4,0,0,0,0,0,0
35,57969,1,3,5,0,0,0,0,1,0
57,46648,1,0,1,0,0,0,0,0,0
25,28614,1,1,2,0,0,0,0,0,0
56,11743,1,1,4,1,0,0,1,1,0
57,15182,0,2,2,0,0,0,0,1,0
31,43998,0,2,2,0,0,0,0,0,0
49,20545,1,3,3,0,0,0,0,1,0
68,14879,1,1,2,0,0,1,1,1,1
78,18628,1,1,6,0,0,0,1,1,0
55,19689,1,3,6,1,0,0,1,1,0
50,42759,1,1,3,0,1,1,0,0,1
40,27648,1,1,1,0,1,0,0,0,0
32,9414,0,2,7,0,1,0,0,1,0
50,30465,0,1,1,0,0,0,0,0,0
42,33333,1,2,6,0,0,0,0,0,0
34,22809,1,0,7,0,0,0,0,0,0
50,47338,1,1,3,0,1,0,0,0,0
64,23685,1,1,1,1,0,0,1,0,0
72,46625,1,0,7,0,0,0,0,0,1
19,38951,1,1,7,0,0,0,0,0,0
31,43899,1,1,4,0,0,0,0,0,0
70,13521,0,0,1,0,0,0,0,0,0
57,31474,1,3,3,0,0,0,0,1,0
57,29207,1,2,7,0,0,1,0,0,1
68,8669,0,2,6,1,1,0,1,1,0
56,46575,1,2,4,0,0,0,0,0,0
68,17738,1,1,2,0,0,0,1,1,0
23,20856,1,2,2,0,0,0,1,0,1
23,14800,1,1,2,0,0,0,1,1,1
20,40517,1,2,6,1,0,0,0,0,0
24,7111,0,1,7,0,0,0,0,1,0
68,39268,1,1,3,1,0,0,0,0,0
25,45667,1,2,2,0,0,0,0,0,0
59,38057,1,1,1,0,0,0,0,0,0
69,40689,1,3,2,0,0,0,0,1,0
32,41393,1,1,7,0,0,0,0,0,0
64,15758,1,0,5,0,0,1,1,1,1
46,51521,1,2,6,1,0,0,0,0,0
50,23098,1,2,5,0,0,1,0,0,1
69,29004,1,0,2,1,0,0,0,0,0
47,25010,1,3,7,0,0,0,0,1,0
56,37373,1,0,2,0,0,0,0,0,0
44,21929,1,0,5,0,0,0,0,1,0
53,31003,1,2,7,0,0,0,0,0,0
46,11469,1,4,6,0,0,0,1,1,0
55,47469,1,1,6,0,0,0,0,0,0
74,40061,1,3,2,0,0,0,0,1,0
50,25616,1,3,6,0,0,0,0,1,0
78,22962,1,2,4,0,1,0,1,0,0
54,39669,0,1,7,0,0,0,0,0,0
44,19390,1,3,7,0,0,0,1,1,0
72,31880,0,3,6,1,1,0,0,1,0
50,47420,0,3,7,0,0,1,0,1,1
79,17831,1,2,5,0,0,0,1,1,0
21,35529,1,3,3,0,1,0,0,1,0
39,34735,1,0,5,0,1,0,0,0,0
19,28539,1,1,1,0,0,0,0,0,0
27,22443,1,1,4,0,0,0,0,0,0
22,48221,1,1,3,1,0,0,0,0,0
76,21036,1,0,2,0,0,0,0,1,0
27,2819,1,1,7,0,0,0,1,1,0
50,39608,1,4,1,0,0,0,0,1,0
71,11980,0,0,1,0,1,0,0,0,0
55,40378,0,3,4,0,0,0,0,1,0
30,50023,1,1,3,0,0,0,0,0,0
48,39446,1,2,1,1,0,1,0,0,1
64,46071,0,2,3,0,0,0,0,0,0
53,60300,1,3,3,0,0,0,0,1,0
62,44501,1,0,6,0,0,0,0,0,0
41,34958,1,1,1,0,0,0,0,1,0
69,54509,1,3,3,0,0,0,0,1,0
73,56321,1,1,4,0,0,0,0,0,0
32,56531,1,0,1,0,0,0,0,0,0
46,22617,1,0,4,0,0,0,0,0,0
25,9689,1,2,4,0,0,0,1,1,0
22,21702,1,0,3,0,0,0,0,1,0
46,40554,1,1,3,0,0,0,0,0,0
64,32387,0,1,6,0,0,0,0,0,0
21,26902,1,0,7,0,1,0,0,0,0
29,38407,1,1,6,0,0,0,0,0,0
62,7937,1,1,1,0,0,0,1,0,0
19,32117,1,0,6,0,0,1,0,0,1
44,46776,0,0,2,0,0,0,0,0,0
48,38239,1,0,1,0,0,0,0,0,0
68,40377,1,0,4,0,0,0,0,0,0
68,53960,1,2,6,1,0,0,0,0,0
53,29007,0,3,6,0,0,1,0,1,1
53,20203,1,1,7,0,0,0,0,1,0
43,47842,1,1,6,0,0,0,1,1,0
60,47566,0,1,3,1,0,0,0,0,0
44,38374,1,3,4,0,0,0,0,1,0
22,27594,1,1,6,0,0,0,0,0,0
37,30020,0,0,5,0,0,0,0,0,0
28,10848,0,1,5,0,0,0,0,1,0
79,46694,0,0,4,0,0,0,0,1,0
27,46164,1,1,6,1,0,0,0,1,0
57,10324,0,1,7,0,0,0,0,1,0
55,43014,1,0,2,0,0,1,0,0,1
23,36061,1,4,7,0,1,0,0,1,0
25,14670,1,0,2,0,0,1,1,1,1
40,11909,0,5,1,0,0,0,1,1,0
64,35602,1,3,1,0,0,0,0,1,0
43,24034,1,1,7,0,0,0,0,0,0
63,57299,1,0,6,0,0,0,0,0,0
60,44288,1,1,7,0,1,0,0,0,0
29,37105,0,0,1,1,0,0,1,0,0
43,37846,1,1,3,0,0,0,0,0,0
30,49963,1,1,2,1,0,0,0,0,0
57,42697,1,0,4,0,0,0,0,0,0
79,37496,1,0,7,0,0,0,0,0,0
35,15296,1,1,6,0,0,0,1,1,0
42,75929,0,2,6,0,0,0,0,1,0
50,13452,1,1,5,0,0,0,1,1,0
64,25311,1,1,2,0,0,0,0,0,0
57,5179,0,3,2,0,0,0,0,1,0
77,38081,1,1,2,0,0,0,0,0,0
60,32266,1,2,7,0,1,0,1,0,0
29,41479,1,0,1,0,0,0,0,0,0
61,3914,0,1,3,0,0,0,0,1,0
53,46693,1,1,7,1,1,0,0,0,0
65,17888,1,3,4,0,0,0,1,1,0
21,27764,1,2,1,0,0,0,0,0,0
22,43973,0,1,7,0,0,0,0,0,0
73,33919,1,0,3,0,0,0,0,0,0
54,34979,1,1,2,0,0,0,0,0,0
25,41987,1,1,3,0,0,0,0,0,0
59,36431,1,1,1,0,1,1,0,0,1
66,24883,0,2,7,0,0,0,0,0,0
45,27502,0,1,2,0,0,1,0,0,1
48,33178,1,0,7,0,0,1,0,0,1
75,16566,1,1,1,0,0,0,1,0,0
26,44940,1,0,4,0,0,0,0,0,0
71,34329,1,1,2,0,0,0,0,1,0
68,31121,1,1,3,0,0,0,0,0,0
46,47887,1,2,1,1,0,0,0,0,0
31,28198,1,2,5,0,0,0,0,0,0
57,27263,1,1,3,0,1,1,0,0,1
58,22730,1,2,3,0,0,0,1,0,0
39,35146,1,0,2,0,1,0,0,0,0
28,34626,0,0,7,1,0,0,0,0,0
40,20005,1,0,6,0,0,0,0,0,0
18,27334,1,0,3,0,0,0,0,0,0
63,20105,1,0,1,1,1,0,1,0,0
54,19426,1,3,5,1,0,1,1,1,1
38,4051,1,1,4,0,0,0,1,1,0
43,26536,1,4,5,0,0,0,0,1,0
63,4466,1,0,1,0,0,0,1,0,0
53,23057,1,1,2,0,0,0,0,0,0
71,20809,0,1,1,0,0,0,0,1,0
40,45778,1,0,6,0,0,0,0,0,0
74,14775,1,0,6,0,0,0,1,1,0
18,18582,1,0,6,0,0,0,1,1,0
71,24277,0,0,3,0,0,0,0,1,0
72,21297,0,0,2,0,0,1,0,1,1
68,50538,1,0,7,0,0,0,0,0,0
57,12921,1,0,6,0,0,0,1,1,1
32,24308,0,0,7,0,0,0,0,0,0
38,34980,1,2,4,1,1,0,0,0,0
64,43217,1,3,4,0,0,0,0,1,0
26,24296,1,2,7,0,0,0,0,0,0
70,1228,1,3,1,0,0,0,1,0,0
26,27748,1,1,6,0,0,0,0,0,0
27,50280,1,1,3,0,0,1,0,0,1
69,34232,1,1,4,0,0,0,1,0,0
74,33546,1,2,5,0,1,0,0,0,0
70,14054,1,1,2,0,0,0,1,1,0
43,12514,0,1,5,0,0,0,0,1,0
58,30270,1,1,7,0,0,1,0,0,1
52,8604,1,2,4,1,0,0,1,1,0
69,41720,1,1,4,0,0,0,0,0,0
42,17300,1,0,1,1,1,1,1,0,1
43,29630,1,0,1,0,0,0,0,0,0
28,1713,0,2,6,0,0,0,0,1,0
55,24092,1,0,7,0,0,0,0,0,0
19,12212,1,0,2,0,0,0,1,1,1
24,0,1,1,6,0,0,0,1,1,0
35,38127,0,0,1,0,0,0,0,0,0
44,54617,1,1,3,0,0,0,0,0,1
51,46942,1,2,2,0,0,0,0,0,0
44,40225,1,2,3,0,0,0,0,0,0
34,23788,1,2,6,0,0,0,0,0,0
60,42088,1,0,1,0,0,0,0,1,0
76,48357,0,2,2,0,0,0,0,0,1
61,32052,1,2,6,0,0,0,0,0,0
76,12234,0,2,4,0,0,0,0,1,0
68,22509,1,0,6,0,1,0,0,0,0
71,55540,1,0,7,0,1,0,0,0,0
41,28878,1,4,5,0,1,1,1,1,1
42,0,1,2,4,0,0,0,1,1,0
24,7966,1,1,3,0,0,1,1,1,0
69,23633,1,4,4,0,1,0,0,1,0
23,45537,1,1,6,0,0,0,0,0,0
70,25903,1,3,4,0,0,0,1,1,0
41,45816,1,3,5,0,1,0,0,1,0
50,22107,0,0,7,0,0,0,1,0,0
66,535,1,0,6,0,0,0,1,1,0
46,22626,1,3,5,0,0,0,0,1,0
60,35174,0,1,4,0,0,0,0,0,0
39,33929,1,3,5,0,0,0,0,1,0
43,11173,1,2,4,0,0,0,1,1,0
45,24732,0,0,2,0,0,0,0,0,0
67,70270,1,0,4,0,0,0,0,0,0
38,11500,1,0,1,0,0,0,1,0,1
66,39910,1,1,5,0,0,1,0,0,1
24,0,0,0,7,0,0,0,0,1,0
34,42956,1,0,5,0,0,0,0,0,0
37,16615,1,1,3,0,0,1,1,1,1
58,36031,1,1,7,0,0,0,0,0,0
66,10627,1,0,7,0,0,0,1,1,0
37,34362,1,1,3,0,0,0,0,0,0
71,16370,1,0,1,0,0,0,1,0,0
39,19274,1,0,5,0,0,0,1,0,0
45,36629,1,2,7,0,0,0,0,0,0
78,23544,1,0,5,0,1,0,0,0,0
57,35705,1,2,7,0,1,0,0,0,0
66,27137,1,3,3,0,0,0,0,1,0
24,31012,0,1,3,0,0,0,0,0,1
18,36676,1,2,4,0,0,0,0,0,0
49,24749,1,5,6,0,0,0,0,1,0
30,15059,1,2,5,0,0,1,1,1,1
47,22015,1,0,5,0,0,0,0,0,0
40,47927,0,1,7,0,0,0,0,0,0
68,31742,1,1,4,0,0,0,0,0,0
76,17326,0,0,5,0,0,0,0,1,0
73,36023,1,1,7,0,0,0,0,1,0
36,37024,1,2,1,0,0,0,0,0,0
79,37799,1,0,3,0,0,1,0,0,1
49,15332,1,1,3,0,1,0,1,0,0
47,19764,1,2,6,0,0,0,1,1,0
46,19847,1,1,3,0,0,0,1,1,0
66,24590,0,0,2,0,1,0,0,0,0
62,38083,0,0,1,1,1,0,0,0,0
46,34442,1,3,1,0,0,0,0,0,0
47,35628,1,0,4,0,0,0,0,0,0
33,50310,1,3,2,0,0,1,0,1,1
57,40333,1,0,5,0,0,0,0,0,0
36,27872,1,5,6,0,1,0,0,1,0
35,12241,1,3,1,0,0,0,1,1,1
18,19281,1,0,2,0,0,0,1,1,1
31,26074,0,1,2,0,0,0,0,0,0
68,42436,0,1,7,0,0,0,0,0,0
64,29590,1,0,1,0,0,0,0,0,0
67,20157,1,1,7,0,0,0,0,1,0
19,19006,1,1,4,0,0,0,1,1,0
71,28956,0,1,2,0,0,0,0,0,1
45,43349,1,3,3,0,0,0,0,1,0
66,53865,1,0,2,0,0,0,0,0,0
67,26913,1,0,5,0,0,0,0,0,0
47,29328,1,0,1,1,0,0,0,0,0
55,11790,1,1,5,0,0,0,1,1,0
68,59087,1,1,4,0,0,0,0,1,0
21,8984,0,0,6,0,0,0,0,1,0
18,47574,0,0,3,0,0,0,0,0,0
25,24519,1,2,1,0,1,0,0,1,0
46,21009,1,0,2,0,0,0,0,1,0
72,13349,1,1,3,1,0,0,1,1,0
56,66150,1,1,2,0,0,0,0,0,0
20,33322,1,1,4,0,0,0,0,0,0
49,30319,0,1,6,1,1,0,0,0,0
27,43300,1,1,1,0,0,0,0,0,0
27,20237,1,0,4,0,0,0,0,1,0
36,30027,1,3,4,0,0,0,0,1,0
63,30845,1,4,6,0,0,0,0,1,0
51,22317,1,2,4,0,0,0,0,0,0
77,47994,0,1,4,0,0,0,0,0,0
50,26720,1,1,2,1,0,0,0,0,0
40,6703,1,0,7,0,0,0,1,1,0
72,25477,1,1,5,0,0,0,0,0,0
45,33737,0,3,2,0,0,1,0,1,1
49,16597,1,2,6,0,0,0,1,1,0
67,17781,1,1,3,0,0,0,1,1,0
24,21806,1,1,6,0,0,0,0,1,0
46,48318,1,2,6,0,0,0,0,0,0
25,22692,1,0,6,0,0,0,0,0,0
18,51436,1,2,6,0,0,0,0,0,0
74,20775,1,1,4,0,0,0,0,1,0
72,34875,1,2,6,0,1,0,0,0,0
20,23306,0,0,3,0,0,0,1,0,0
41,41311,1,3,6,0,0,0,0,1,0
40,13225,1,0,2,0,1,0,1,1,0
76,41142,0,1,4,0,1,0,0,0,0
78,31708,1,2,2,0,0,0,0,0,0
25,20400,1,2,4,1,0,0,1,1,0
71,27506,1,3,2,0,0,0,0,1,0
74,53007,1,2,1,0,0,0,0,0,0
64,32067,1,2,5,1,0,0,0,0,0
54,19459,1,1,5,0,0,0,1,1,0
20,11929,1,1,4,0,0,0,0,1,0
68,37581,1,3,1,0,0,0,0,1,0
50,32937,1,1,3,0,0,0,0,0,0
45,40425,1,2,1,0,0,0,0,0,0
64,8066,1,0,7,0,1,0,1,1,0
25,12416,1,0,4,0,0,0,1,1,0
51,47203,1,0,1,0,0,0,0,0,0
52,34970,0,0,3,0,1,0,0,0,0
49,38001,1,2,4,0,1,0,0,0,0
41,15559,1,1,5,0,0,0,1,1,0
31,15285,1,0,6,0,1,0,1,0,1
49,44868,0,0,1,0,0,0,0,0,0
73,45575,1,2,5,0,0,0,0,0,0
63,13675,1,0,5,0,0,0,1,1,0
60,10809,1,3,2,0,0,0,1,1,0
33,28371,1,0,3,0,0,0,0,0,0
21,18009,1,2,7,1,0,0,1,1,0
69,17697,1,2,6,0,0,0,1,1,0
54,11229,1,1,1,0,0,0,1,0,0
71,22973,0,0,5,0,0,0,0,1,1
38,12679,1,1,5,0,0,0,0,1,0
31,13568,1,2,7,0,0,0,1,1,0
48,34475,1,2,3,0,0,0,0,0,0
72,29172,1,1,6,0,0,0,0,0,0
65,37273,1,1,6,0,0,0,0,0,0
35,5264,1,2,7,0,0,0,1,1,0
24,30148,1,0,5,0,0,0,0,0,0
27,61134,1,3,5,0,0,1,0,1,1
24,24415,0,0,5,0,1,0,0,0,0
50,42371,1,0,5,1,0,0,1,0,0
40,42240,0,0,2,0,0,0,0,0,0
38,42977,1,0,2,0,0,0,0,0,0
36,32499,0,1,7,1,0,0,0,0,1
65,38491,0,1,6,0,1,0,0,0,0
78,40485,1,4,4,1,0,0,0,1,0
36,39531,1,2,1,0,0,0,0,0,0
53,13238,1,0,3,0,0,1,1,1,1
46,4389,0,0,4,0,0,0,0,1,0
77,6696,1,0,2,0,0,0,1,1,0
35,25947,0,1,2,0,0,0,0,1,0
19,38908,1,0,2,0,1,0,1,0,0
18,13433,1,2,4,0,0,0,1,1,0
64,43859,1,0,2,0,0,0,0,0,0
22,22465,1,0,4,0,0,0,1,0,0
37,22608,1,1,2,0,0,0,0,0,1
28,17458,1,1,5,0,0,0,1,1,0
59,1728,1,1,5,0,0,0,1,1,0
19,33439,1,1,1,1,0,0,0,0,0
20,55690,1,3,2,0,0,0,0,1,0
40,29060,0,2,7,0,0,0,0,0,0
72,2240,1,3,1,0,0,0,1,1,0
29,41705,1,1,4,0,0,0,0,0,0
37,5628,1,0,1,0,0,0,1,0,1
22,11864,0,0,2,0,0,0,0,1,0
54,26424,0,2,4,1,0,0,0,0,0
55,31842,1,0,7,0,0,1,0,0,1
47,14870,1,3,4,1,0,0,1,1,0
26,25840,0,1,5,0,0,0,0,0,0
51,40727,1,0,4,0,0,0,1,0,0
70,42782,1,2,4,0,0,0,0,0,0
61,48771,1,2,1,0,1,0,0,0,0
52,58641,0,0,7,0,0,0,0,0,0
69,42148,1,1,6,0,0,0,0,0,0
75,26748,1,1,4,1,0,0,0,0,0
39,42889,0,1,3,0,0,0,0,0,0
61,37000,1,0,6,0,0,0,0,0,0
41,37595,1,2,5,0,0,0,0,1,0
34,32658,1,0,7,0,0,0,0,0,0
27,16319,1,4,7,0,0,1,0,1,1
47,14578,0,1,5,0,0,1,0,1,1
73,28543,0,1,4,0,0,1,0,0,1
76,32233,1,1,1,0,0,0,0,0,0
63,19808,1,0,6,1,0,0,1,1,0
40,36350,1,0,5,0,0,0,0,0,0
49,61211,1,2,5,0,0,0,0,0,0
34,3835,1,1,3,0,0,0,1,1,0
67,38733,1,1,4,0,0,0,1,0,0
68,29010,0,2,6,0,0,0,0,0,0
34,36759,1,0,5,0,0,0,0,0,0
31,23539,1,4,7,0,0,0,0,1,0
26,27809,1,1,5,0,0,0,0,0,0
57,31942,0,0,5,0,0,0,0,0,0
19,25475,1,2,5,0,0,0,0,0,0
62,7191,1,0,1,1,0,0,1,0,0
42,26491,1,0,2,0,0,0,0,0,0
56,8753,0,0,3,0,0,0,0,1,0
26,39797,1,0,7,0,1,1,0,0,1
71,2016,1,4,1,1,1,1,1,1,1
39,45429,1,2,3,0,0,1,0,0,1
60,36443,1,1,5,0,1,0,0,0,0
63,36500,0,3,3,0,0,0,0,1,0
21,0,1,0,4,0,1,0,0,1,1
43,25071,1,1,4,1,0,0,0,0,0
75,47303,1,0,2,1,0,0,0,0,0
46,22220,1,1,2,1,0,0,1,0,0
62,13829,1,0,3,0,0,0,1,1,0
51,20449,1,1,1,1,0,0,1,0,0
40,28975,0,2,1,0,0,0,0,0,0
54,17229,1,1,5,0,1,0,1,1,0
28,48507,1,2,1,0,0,1,0,0,1
23,29029,1,2,2,1,0,0,0,0,0
35,21666,1,1,1,0,0,1,0,0,1
38,10479,1,2,5,0,0,0,1,1,0
59,37266,0,0,4,0,0,0,0,1,0
53,36924,1,0,1,0,0,0,0,1,0
58,18116,0,1,1,0,0,0,0,0,0
55,0,1,2,2,0,0,0,1,1,0
51,36161,1,2,3,0,0,0,0,0,0
34,27197,1,0,4,0,0,0,0,0,0
